请求 ID,模型,时间,项目名称,项目ID,API Key名称,API Key ID,输入 Tokens,输出 Tokens,Cached Tokens
chatcmpl-6a77ae3306e1ba963961b3e3,kimi-k3,2026-08-09 06:31:20,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,132425,166,131840
chatcmpl-6a77ae2b06e1ba963961b3dd,kimi-k3,2026-08-09 06:31:12,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,133540,181,131840
chatcmpl-6a77ae247c5695c6eaa5a5c2,kimi-k3,2026-08-09 06:31:04,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,131987,75,131840
chatcmpl-6a77ae207c5695c6eaa5a5bf,kimi-k3,2026-08-09 06:30:59,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,131852,71,130048
chatcmpl-6a77adfd06e1ba963961b3bb,kimi-k3,2026-08-09 06:30:52,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,131776,1379,130048
chatcmpl-6a77adf706e1ba963961b3b5,kimi-k3,2026-08-09 06:30:18,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,130230,71,130048
chatcmpl-6a77adf206e1ba963961b3b1,kimi-k3,2026-08-09 06:30:14,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,130110,93,129536
chatcmpl-6a77ade87c5695c6eaa5a597,kimi-k3,2026-08-09 06:30:08,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,129729,317,129280
chatcmpl-6a77addb06e1ba963961b3a3,kimi-k3,2026-08-09 06:29:52,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,129438,218,129280
chatcmpl-6a77add706e1ba963961b3a0,kimi-k3,2026-08-09 06:29:46,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,129331,72,129024
chatcmpl-6a77adb206e1ba963961b38d,kimi-k3,2026-08-09 06:29:11,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,129071,217,128768
chatcmpl-6a77adaa7c5695c6eaa5a56f,kimi-k3,2026-08-09 06:29:01,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,128911,102,128256
chatcmpl-6a77ad9d06e1ba963961b381,kimi-k3,2026-08-09 06:28:56,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,128433,435,128000
chatcmpl-6a77ad797c5695c6eaa5a553,kimi-k3,2026-08-09 06:28:14,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,128143,217,127744
chatcmpl-6a77ad727c5695c6eaa5a54e,kimi-k3,2026-08-09 06:28:06,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,127983,102,126720
chatcmpl-6a77ad647c5695c6eaa5a546,kimi-k3,2026-08-09 06:27:56,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,128903,365,126464
chatcmpl-6a77ad5306e1ba963961b36c,kimi-k3,2026-08-09 06:27:45,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,127108,646,126464
chatcmpl-6a77ad4d7c5695c6eaa5a53a,kimi-k3,2026-08-09 06:27:28,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,126590,75,125696
chatcmpl-6a77ad417c5695c6eaa5a536,kimi-k3,2026-08-09 06:27:24,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,126297,502,125696
chatcmpl-6a77ad3c7c5695c6eaa5a533,kimi-k3,2026-08-09 06:27:11,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,125812,73,125440
chatcmpl-6a77ad367c5695c6eaa5a530,kimi-k3,2026-08-09 06:27:06,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,125640,120,125440
chatcmpl-6a77ad327c5695c6eaa5a52c,kimi-k3,2026-08-09 06:27:01,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,125505,71,124416
chatcmpl-6a77ad1f7c5695c6eaa5a522,kimi-k3,2026-08-09 06:26:57,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,124941,734,124416
chatcmpl-6a77ad1a7c5695c6eaa5a51f,kimi-k3,2026-08-09 06:26:37,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,124531,74,124160
chatcmpl-6a77ad157c5695c6eaa5a51a,kimi-k3,2026-08-09 06:26:33,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,124332,146,124160
chatcmpl-6a77ad107c5695c6eaa5a517,kimi-k3,2026-08-09 06:26:27,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,124197,71,123904
chatcmpl-6a77ad017c5695c6eaa5a50b,kimi-k3,2026-08-09 06:26:14,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,123990,155,123392
chatcmpl-6a77acf606e1ba963961b354,kimi-k3,2026-08-09 06:26:05,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,123779,291,123392
chatcmpl-6a77acf106e1ba963961b350,kimi-k3,2026-08-09 06:25:56,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,123447,72,122624
chatcmpl-6a77ace47c5695c6eaa5a4fb,kimi-k3,2026-08-09 06:25:50,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,124243,483,122624
chatcmpl-6a77acdd7c5695c6eaa5a4f5,kimi-k3,2026-08-09 06:25:36,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,122701,71,122368
chatcmpl-6a77acd806e1ba963961b340,kimi-k3,2026-08-09 06:25:32,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,122511,139,122368
chatcmpl-6a77acd37c5695c6eaa5a4eb,kimi-k3,2026-08-09 06:25:25,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,122376,71,121600
chatcmpl-6a77acc77c5695c6eaa5a4e1,kimi-k3,2026-08-09 06:25:21,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,121799,494,119808
chatcmpl-6a77acb17c5695c6eaa5a4d2,kimi-k3,2026-08-09 06:25:09,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,120995,1013,119552
chatcmpl-6a77aca006e1ba963961b326,kimi-k3,2026-08-09 06:24:46,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,120350,525,119296
chatcmpl-6a77ac967c5695c6eaa5a4c5,kimi-k3,2026-08-09 06:24:29,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,121070,229,119296
chatcmpl-6a77ac907c5695c6eaa5a4c2,kimi-k3,2026-08-09 06:24:19,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,119521,74,119040
chatcmpl-6a77ac8a7c5695c6eaa5a4be,kimi-k3,2026-08-09 06:24:15,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,119236,209,119040
chatcmpl-6a77ac8506e1ba963961b314,kimi-k3,2026-08-09 06:24:08,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,119101,71,118016
chatcmpl-6a77ac707c5695c6eaa5a4b1,kimi-k3,2026-08-09 06:24:02,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,119652,759,118016
chatcmpl-6a77ac6a7c5695c6eaa5a4ab,kimi-k3,2026-08-09 06:23:41,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,118103,73,117760
chatcmpl-6a77ac6506e1ba963961b303,kimi-k3,2026-08-09 06:23:36,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,117956,120,117760
chatcmpl-6a77ac5f7c5695c6eaa5a4a2,kimi-k3,2026-08-09 06:23:30,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,117821,71,116992
chatcmpl-6a77ac4f06e1ba963961b2f6,kimi-k3,2026-08-09 06:23:25,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,117131,625,116736
chatcmpl-6a77ac3806e1ba963961b2ec,kimi-k3,2026-08-09 06:22:54,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,116793,248,116480
chatcmpl-6a77ac307c5695c6eaa5a488,kimi-k3,2026-08-09 06:22:44,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,116566,169,116224
chatcmpl-6a77ac287c5695c6eaa5a482,kimi-k3,2026-08-09 06:22:37,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,116283,209,115712
chatcmpl-6a77ac207c5695c6eaa5a47e,kimi-k3,2026-08-09 06:22:31,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,115913,326,115456
chatcmpl-6a77ac197c5695c6eaa5a479,kimi-k3,2026-08-09 06:22:23,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,115591,278,115200
chatcmpl-6a77ac127c5695c6eaa5a476,kimi-k3,2026-08-09 06:22:16,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,115217,330,114688
chatcmpl-6a77ac0b7c5695c6eaa5a471,kimi-k3,2026-08-09 06:22:09,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,114897,276,113920
chatcmpl-6a77abfb06e1ba963961b2e1,kimi-k3,2026-08-09 06:22:01,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,114086,767,113408
chatcmpl-6a77abed7c5695c6eaa5a464,kimi-k3,2026-08-09 06:21:46,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,113416,627,112128
chatcmpl-6a77abda06e1ba963961b2d1,kimi-k3,2026-08-09 06:21:31,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,112292,1080,97536
chatcmpl-6a77ab987c5695c6eaa5a436,kimi-k3,2026-08-09 06:21:13,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,108365,3890,108032
chatcmpl-6a77ab8f06e1ba963961b2c4,kimi-k3,2026-08-09 06:20:06,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,108033,288,107520
chatcmpl-6a77ab887c5695c6eaa5a42c,kimi-k3,2026-08-09 06:19:57,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,107750,239,107264
chatcmpl-6a77ab7e06e1ba963961b2ba,kimi-k3,2026-08-09 06:19:50,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,107342,364,106752
chatcmpl-6a77ab737c5695c6eaa5a420,kimi-k3,2026-08-09 06:19:40,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,106837,461,105728
chatcmpl-6a77ab6106e1ba963961b2af,kimi-k3,2026-08-09 06:19:29,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,105836,957,105216
chatcmpl-6a77ab5806e1ba963961b2a9,kimi-k3,2026-08-09 06:19:12,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,105465,327,104960
chatcmpl-6a77ab517c5695c6eaa5a408,kimi-k3,2026-08-09 06:19:02,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,105184,238,104704
chatcmpl-6a77ab4a7c5695c6eaa5a402,kimi-k3,2026-08-09 06:18:56,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,104914,226,104448
chatcmpl-6a77ab4006e1ba963961b297,kimi-k3,2026-08-09 06:18:48,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,104469,401,104192
chatcmpl-6a77ab3b06e1ba963961b293,kimi-k3,2026-08-09 06:18:39,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,104262,164,103680
chatcmpl-6a77ab3106e1ba963961b28c,kimi-k3,2026-08-09 06:18:33,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,103788,430,102912
chatcmpl-6a77ab2506e1ba963961b286,kimi-k3,2026-08-09 06:18:24,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,103124,620,102912
chatcmpl-6a77ab1f06e1ba963961b282,kimi-k3,2026-08-09 06:18:12,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,102929,151,101888
chatcmpl-6a77ab1006e1ba963961b277,kimi-k3,2026-08-09 06:18:06,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,102089,796,97280
chatcmpl-6a77aac906e1ba963961b24a,kimi-k3,2026-08-09 06:17:50,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,98934,3425,97280
chatcmpl-6a77aac406e1ba963961b243,kimi-k3,2026-08-09 06:16:39,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,97384,74,97024
chatcmpl-6a77aabf06e1ba963961b240,kimi-k3,2026-08-09 06:16:35,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,97235,122,94464
chatcmpl-6a77aa8306e1ba963961b21f,kimi-k3,2026-08-09 06:16:29,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,94602,2569,93696
chatcmpl-6a77aa6806e1ba963961b20c,kimi-k3,2026-08-09 06:15:20,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,93812,716,93440
chatcmpl-6a77aa5206e1ba963961b204,kimi-k3,2026-08-09 06:14:48,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,93463,250,92928
chatcmpl-6a77aa4b06e1ba963961b200,kimi-k3,2026-08-09 06:14:41,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,93135,243,92928
chatcmpl-6a77aa4206e1ba963961b1fa,kimi-k3,2026-08-09 06:14:29,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,92981,99,89856
chatcmpl-6a77aa0006e1ba963961b1d1,kimi-k3,2026-08-09 06:14:25,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,89972,2982,89344
chatcmpl-6a77a9fb06e1ba963961b1cd,kimi-k3,2026-08-09 06:13:19,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,89363,91,88064
chatcmpl-6a77a9e406e1ba963961b1be,kimi-k3,2026-08-09 06:13:14,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,88212,970,75776
chatcmpl-6a77a9dbecb35dbc6c25b5f3,kimi-k3,2026-08-09 06:12:50,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,75943,267,69632
chatcmpl-6a77a9d8ecb35dbc6c25b5ef,kimi-k3,2026-08-09 06:12:42,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,69704,66,65536
chatcmpl-6a77a99cecb35dbc6c25b5c3,kimi-k3,2026-08-09 06:12:39,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,65580,2807,49664
chatcmpl-6a77a998ecb35dbc6c25b5c2,kimi-k3,2026-08-09 06:11:39,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,49738,92,46848
chatcmpl-6a77a986ecb35dbc6c25b5b3,kimi-k3,2026-08-09 06:11:35,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,46875,894,39680
chatcmpl-6a77a9797c5695c6eaa5a312,kimi-k3,2026-08-09 06:11:16,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,39732,464,27648
chatcmpl-6a77a96c7c5695c6eaa5a308,kimi-k3,2026-08-09 06:11:04,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,27845,571,17664
chatcmpl-6a77a96906e1ba963961b166,kimi-k3,2026-08-09 06:10:51,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,17714,66,15872
chatcmpl-6a77a96506e1ba963961b162,kimi-k3,2026-08-09 06:10:48,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,15987,126,15360
chatcmpl-6a77a95f7c5695c6eaa5a2ff,kimi-k3,2026-08-09 06:10:43,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,15380,183,15104
chatcmpl-6a77a95ab35cd1c7230eabed,kimi-k3,2026-08-09 06:10:38,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,15179,161,14848
chatcmpl-6a77a95506e1ba963961b156,kimi-k3,2026-08-09 06:10:33,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,14907,139,14336
chatcmpl-6a77a9507c5695c6eaa5a2f8,kimi-k3,2026-08-09 06:10:28,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,14476,127,14080
chatcmpl-6a77a94c7c5695c6eaa5a2f4,kimi-k3,2026-08-09 06:10:23,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,14254,119,12288
chatcmpl-6a77a928f3154d657bce7b3b,kimi-k3,2026-08-09 06:10:19,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,81955,1544,80128
chatcmpl-6a77a922f051a4bda8a0c316,kimi-k3,2026-08-09 06:09:41,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,80361,96,80128
chatcmpl-6a77a91ccfe918a31093088b,kimi-k3,2026-08-09 06:09:35,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,80223,53,80128
chatcmpl-6a77a8f9f3154d657bce7b1e,kimi-k3,2026-08-09 06:09:00,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,80138,51,79872
chatcmpl-6a77a8ebcfe918a310930869,kimi-k3,2026-08-09 06:08:48,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,79888,195,78336
chatcmpl-6a77a8d47c5695c6eaa5a2a4,kimi-k3,2026-08-09 06:08:41,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,263829,971,258304
chatcmpl-6a77a8b07c5695c6eaa5a28a,kimi-k3,2026-08-09 06:08:18,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,259915,1588,258304
chatcmpl-6a77a8a97c5695c6eaa5a284,kimi-k3,2026-08-09 06:07:41,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,258354,81,258048
chatcmpl-6a77a8a47c5695c6eaa5a27c,kimi-k3,2026-08-09 06:07:35,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,258231,53,254464
chatcmpl-6a77a89f7c5695c6eaa5a278,kimi-k3,2026-08-09 06:07:30,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,254514,72,249856
chatcmpl-6a77a88b7c5695c6eaa5a26c,kimi-k3,2026-08-09 06:07:25,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,250003,864,245504
chatcmpl-6a77a87b2faf3155ef3d8488,kimi-k3,2026-08-09 06:07:04,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,245745,611,241664
chatcmpl-6a77a8737c5695c6eaa5a25c,kimi-k3,2026-08-09 06:06:48,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,241755,213,241408
chatcmpl-6a77a8677c5695c6eaa5a252,kimi-k3,2026-08-09 06:06:37,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,241420,280,239360
chatcmpl-6a77a83e2faf3155ef3d844d,kimi-k3,2026-08-09 06:06:28,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,239455,1921,234240
chatcmpl-6a77a8247c5695c6eaa5a231,kimi-k3,2026-08-09 06:05:47,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,235823,1090,234240
chatcmpl-6a77a81e7c5695c6eaa5a22c,kimi-k3,2026-08-09 06:05:21,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,234258,81,233984
chatcmpl-6a77a8172faf3155ef3d842b,kimi-k3,2026-08-09 06:05:14,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,234135,53,230144
chatcmpl-6a77a8102faf3155ef3d8424,kimi-k3,2026-08-09 06:05:09,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,230333,156,224768
chatcmpl-6a77a7ee2faf3155ef3d8408,kimi-k3,2026-08-09 06:05:03,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,226580,1463,224768
chatcmpl-6a77a7e72faf3155ef3d8402,kimi-k3,2026-08-09 06:04:27,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,225015,81,224768
chatcmpl-6a77a7e07c5695c6eaa5a208,kimi-k3,2026-08-09 06:04:20,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,224852,93,220928
chatcmpl-6a77a7d97c5695c6eaa5a203,kimi-k3,2026-08-09 06:04:14,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,220947,259,220672
chatcmpl-6a77a7cf2faf3155ef3d83eb,kimi-k3,2026-08-09 06:04:03,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,220862,51,220672
chatcmpl-6a77a7c52faf3155ef3d83e3,kimi-k3,2026-08-09 06:03:53,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,220694,113,218112
chatcmpl-6a77a7952faf3155ef3d83b2,kimi-k3,2026-08-09 06:03:47,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,219827,2177,218112
chatcmpl-6a77a78d2faf3155ef3d83ae,kimi-k3,2026-08-09 06:02:57,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,218262,81,218112
chatcmpl-6a77a7867c5695c6eaa5a1e7,kimi-k3,2026-08-09 06:02:49,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,218116,76,214272
chatcmpl-6a77a7807c5695c6eaa5a1e3,kimi-k3,2026-08-09 06:02:44,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,214374,88,209408
chatcmpl-6a77a7677c5695c6eaa5a1d3,kimi-k3,2026-08-09 06:02:39,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,210977,1107,209408
chatcmpl-6a77a7607c5695c6eaa5a1ce,kimi-k3,2026-08-09 06:02:12,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,209414,81,209152
chatcmpl-6a77a75a7c5695c6eaa5a1cb,kimi-k3,2026-08-09 06:02:06,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,209260,84,205312
chatcmpl-6a77a7537c5695c6eaa5a1c5,kimi-k3,2026-08-09 06:02:01,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,205385,221,200960
chatcmpl-6a77a7427c5695c6eaa5a1ba,kimi-k3,2026-08-09 06:01:53,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,201053,688,200704
chatcmpl-6a77a73d7c5695c6eaa5a1b7,kimi-k3,2026-08-09 06:01:36,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,200839,81,200192
chatcmpl-6a77a7317c5695c6eaa5a1ab,kimi-k3,2026-08-09 06:01:31,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,200396,373,196608
chatcmpl-6a77a72b7c5695c6eaa5a1a7,kimi-k3,2026-08-09 06:01:19,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,196613,114,196352
chatcmpl-6a77a71c7c5695c6eaa5a19d,kimi-k3,2026-08-09 06:01:04,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,196528,51,196352
chatcmpl-6a77a7147c5695c6eaa5a195,kimi-k3,2026-08-09 06:00:56,default,proj-e626b11c63844e458db1e0f9ec55a330,zhikun,ak-f9w8q5r883w111cpz35i,196360,113,195328
